"School.ID","Latitude","Longitude"
609848,41.65743243,-87.60649623
609775,41.76510322,-87.6582125
610156,41.87378243,-87.75920297
610268,41.74015307,-87.60113659
609781,41.80214349,-87.6257474
610265,41.77275433,-87.63729464
609797,41.88529401,-87.70581859
610365,41.87019518,-87.70216173
610161,41.78857298,-87.65634499
610242,41.95997841,-87.64971223
609809,41.93097047,-87.69625758
609812,41.88298698,-87.67071879
610280,41.72782129,-87.56439326
609819,41.79679285,-87.61617809
610243,41.87822115,-87.69755292
610018,41.80434474,-87.59039494
609844,41.78984129,-87.62248974
609845,41.65367428,-87.59952683
609851,41.8664078,-87.69526079
610347,41.77753754,-87.68108634
609864,41.74526284,-87.6598119
609873,41.85266155,-87.7125068
610521,41.77122181,-87.66656657
610367,41.87799914,-87.7662615
609881,41.87877166,-87.72464875
610252,41.88401623,-87.68472465
609885,41.7956493,-87.642615
609894,41.84379445,-87.61776768
610266,41.77350389,-87.60105531
610320,41.90672216,-87.69300325
609897,41.78230211,-87.66777712
609906,41.88037642,-87.76327497
609907,41.87576191,-87.71584573
609916,41.76772772,-87.59039017
609917,41.71119799,-87.6403774
609919,41.78290934,-87.60259685
609928,41.8180061,-87.61182077
400095,41.87963,-87.706712
610128,41.7065956,-87.64754034
610348,41.87778081,-87.73273021
609943,41.67058298,-87.62258098
609913,41.78125258,-87.67555599
609947,41.81329195,-87.64338051
610032,41.71931953,-87.65248591
609955,41.73891334,-87.64506169
609986,41.79061716,-87.67192466
609987,41.81579314,-87.63370133
610240,41.86356038,-87.72158636
609989,41.87984242,-87.68031236
609991,41.86225473,-87.71825927
610299,41.76536255,-87.6413274
609997,41.79376044,-87.64977785
610368,41.70536999,-87.62985093
610005,41.86049033,-87.73177486
610369,41.73409818,-87.64675679
610012,41.90205805,-87.64101894
610015,41.85810053,-87.65233933
610020,41.88983589,-87.76633519
610023,41.87186209,-87.68875632
610028,41.70485072,-87.62360199
610030,41.7980295,-87.60246287
610031,41.89940402,-87.69494543
609869,41.784703,-87.657046
610034,41.86298683,-87.71300615
610045,41.71440176,-87.56716721
610036,41.90682528,-87.75451319
610037,41.79764784,-87.65996858
610029,41.90891372,-87.66505758
610047,41.75955224,-87.59067582
610048,41.90825367,-87.63986347
610241,41.88431659,-87.73936153
610056,41.85685194,-87.73049117
610058,41.87358321,-87.74931216
610061,41.82732778,-87.61978251
610290,41.77256081,-87.64612737
610062,41.82998962,-87.64106579
610282,41.8978464,-87.74674645
610293,41.87474954,-87.73051772
609902,41.6694559,-87.63426928
610276,41.81434006,-87.61658079
610075,41.86471954,-87.66648084
610072,41.74124549,-87.64007166
610085,41.89551132,-87.66123981
610193,41.744144,-87.543007
610103,41.76861557,-87.57284299
610108,41.77418952,-87.67513395
610277,41.80557578,-87.62012252
609932,41.66737294,-87.62242272
610273,41.85094816,-87.71726618
610114,41.80169919,-87.63297392
610116,41.76856599,-87.58299131
610119,41.89986912,-87.66419014
610123,41.85836995,-87.72133609
610395,41.83649005,-87.61837372
610106,41.9001461,-87.73129753
610013,41.85887606,-87.6622254
610134,41.85570712,-87.70299144
610281,41.76032435,-87.55673627
610139,41.68879566,-87.60939383
610143,41.80420101,-87.6049443
610146,41.76422335,-87.60017165
610256,41.81735839,-87.59903174
610150,41.78383382,-87.62365383
610153,41.73536767,-87.63887904
610154,41.89321142,-87.71883334
610169,41.78517099,-87.60866927
610172,41.79978772,-87.65025483
610176,41.69093337,-87.65870614
610180,41.86532347,-87.65347031
610160,41.68086831,-87.62505762
610339,41.75892669,-87.6492534
610187,41.96434608,-87.65605252
610189,41.9623189,-87.66388983
610065,41.775888,-87.609477
610202,41.88409703,-87.73052949
610205,41.97621644,-87.6697616
610210,41.90672216,-87.69300325
610213,41.77812652,-87.59815597
610133,41.88845002,-87.71752405
610218,41.72677474,-87.5753162
610221,41.86988904,-87.72748159
610110,41.82390751,-87.61978794
610224,41.67666008,-87.63570683
610225,41.68391137,-87.65534733
610232,41.84403809,-87.62859008
610336,41.84403809,-87.62859008
610285,41.7811649,-87.65468845
610345,41.81447955,-87.60845505
610233,41.76644232,-87.63209571
609772,41.69871497,-87.53301251
609773,41.93412004,-87.65619167
609774,41.92984626,-87.64633949
609777,41.8338821,-87.65061898
609779,42.01017628,-87.68446868
609780,41.91605519,-87.72177945
609782,41.94509808,-87.68107885
609786,41.74826636,-87.59161761
609788,41.70514024,-87.65811642
609789,41.93251118,-87.73942514
609790,41.75421962,-87.67096453
609791,41.77427377,-87.65354234
609792,41.95823045,-87.70218806
609793,41.7849277,-87.64748868
609794,41.9711433,-87.70962725
609795,41.8678323,-87.77038158
609796,41.97237914,-87.75752776
609798,41.95890499,-87.73398223
609799,41.94952795,-87.68605496
609800,41.71041656,-87.61735342
609803,41.95080812,-87.66495825
609804,42.00343519,-87.69750011
609805,41.74934082,-87.66932903
609806,41.7543734,-87.55717881
609807,41.75348432,-87.70875287
609808,41.68663682,-87.63359476
609810,41.94915063,-87.79870722
609811,41.69973969,-87.56212104
609813,41.77163474,-87.62170972
609815,41.76086093,-87.57603849
609817,41.97572652,-87.69660443
609818,41.91759334,-87.78266267
609820,41.93796493,-87.66985204
609821,41.72050221,-87.57759489
609826,41.84544296,-87.71496352
609827,41.72850759,-87.60747108
609828,41.91233061,-87.66864691
609829,41.8288631,-87.69249318
609830,41.89767761,-87.76564297
609832,41.79503029,-87.79150778
609833,41.73922735,-87.58076569
609834,41.84368588,-87.71735516
609835,41.90378521,-87.71796315
609836,41.94799245,-87.8293319
609837,41.78339577,-87.59079649
609839,41.74248931,-87.696003
609842,41.79325514,-87.68783576
609849,41.68733881,-87.70325179
609850,41.95283701,-87.65097549
609852,41.975867,-87.68325438
609853,41.91801539,-87.69454144
609854,41.89674048,-87.68890154
609855,41.8016744,-87.68564411
609856,41.65455937,-87.544577
609857,41.9520147,-87.70642927
609859,41.99256421,-87.69839748
609861,41.69305404,-87.6808619
609862,41.74142687,-87.56593332
609863,41.89958139,-87.68190167
609865,42.01709536,-87.67779928
609866,41.95554905,-87.68380195
609867,41.85605839,-87.66724753
609870,41.84559878,-87.73122946
609871,41.68821843,-87.6856634
609872,41.85600113,-87.6579887
609874,41.97368728,-87.84105162
609875,41.92334998,-87.70543099
609876,41.8218786,-87.70022859
609879,41.74510467,-87.71738613
609880,42.00930696,-87.70465502
609883,41.76250359,-87.62338156
609884,41.94254335,-87.813168
609887,41.74365776,-87.61001515
609888,41.88282068,-87.6930162
609891,41.8310921,-87.61291629
609893,41.78092716,-87.78764009
609895,41.72560849,-87.6302048
609896,41.91588634,-87.67449563
609898,41.7744471,-87.70800189
609899,42.00443557,-87.81116435
609900,41.68544575,-87.62166148
609901,41.99946016,-87.7618211
609903,41.80552325,-87.72581893
609904,41.885506,-87.76655157
609908,41.68939069,-87.66916143
609909,41.83154196,-87.68127322
609910,41.93577597,-87.74936705
609912,41.9798092,-87.76610809
609918,42.00966462,-87.66994862
609920,41.85077575,-87.70507547
609921,41.84797834,-87.6966316
609922,41.92559567,-87.76984337
609924,41.72966698,-87.65544435
609925,41.87119309,-87.70078311
609926,41.90657253,-87.6355136
609927,41.7384262,-87.66813597
609929,41.79754288,-87.66847093
609930,41.91762127,-87.71692852
609933,42.02106425,-87.67196481
609935,41.70682232,-87.53513861
609937,41.97635262,-87.79619832
609938,41.83709246,-87.71870452
609939,41.72529635,-87.62368165
609941,41.76059741,-87.67600175
609942,41.9228282,-87.69293637
609944,41.66245712,-87.55334334
609945,41.97581137,-87.65794915
609949,41.94878107,-87.75715297
609950,41.83875333,-87.71722614
609951,41.81133445,-87.5985003
609952,41.82966356,-87.67145551
609954,41.87071468,-87.71867323
609956,41.77549238,-87.75876919
609958,41.81299531,-87.69940042
609959,41.84993116,-87.63378596
609960,41.78020486,-87.77661589
609961,41.74374969,-87.55189813
609963,41.94524725,-87.67085683
609964,41.80726347,-87.66113856
609966,41.85269133,-87.69627777
609967,41.84919885,-87.68570412
609968,41.91480732,-87.72389409
609969,41.7934746,-87.58686328
609971,41.75733472,-87.63270008
609972,41.96403525,-87.72316496
609973,41.84139181,-87.73434997
609974,41.94228994,-87.65767253
609975,41.89918473,-87.75585034
609976,41.99456814,-87.6685227
609977,41.77339962,-87.59435584
609978,41.70758462,-87.60468711
609979,41.83957045,-87.64037683
609981,41.80818821,-87.74576315
609983,41.80713406,-87.67329121
609985,41.87863685,-87.73583687
609988,41.95896179,-87.71566829
609990,41.86685634,-87.62865124
609993,41.8097569,-87.6721446
609994,41.97036267,-87.71036214
609995,41.98367756,-87.77908614
609996,41.83805473,-87.65380002
610000,41.89362521,-87.75943557
610002,41.73330693,-87.5681905
610003,41.74244489,-87.65366994
610004,41.70036107,-87.61128176
610006,41.7667583,-87.71950804
610009,41.87124634,-87.65340205
610010,41.93924404,-87.67577282
610011,41.98461372,-87.70056525
610016,41.72525315,-87.67719555
610017,41.84796859,-87.69728712
610019,41.77647883,-87.64092929
610021,41.90447488,-87.71427105
610022,42.00367622,-87.66826026
610024,41.8485071,-87.71598119
610026,41.78970398,-87.7791043
610027,41.72365391,-87.63948475
610033,41.9138823,-87.63760107
610038,41.92449696,-87.64452163
610039,41.94001885,-87.70259825
610040,41.91883022,-87.74847861
610041,41.93176301,-87.79564085
610043,41.91269042,-87.78393402
610044,41.90654684,-87.71023279
610046,41.93417898,-87.77713699
610051,41.92053845,-87.75820003
610052,41.74830012,-87.57485274
610053,41.77390682,-87.6970673
610054,41.71657908,-87.55251993
610055,41.87974117,-87.70808199
610057,41.78086789,-87.69207758
610059,41.92317657,-87.65732331
610060,41.87432724,-87.66097599
610063,41.84224508,-87.706336
610066,41.73451387,-87.61917677
610067,41.76810662,-87.69174944
610068,41.92392771,-87.76152094
610070,41.96784758,-87.67632505
610073,41.89205482,-87.68317867
610074,41.92996135,-87.71921246
610076,41.9125311,-87.69690545
610077,41.78428993,-87.68851192
610078,41.94897646,-87.65153745
610081,41.84437293,-87.64131399
610082,41.69574845,-87.70577383
610083,41.97009738,-87.78963691
610084,41.69719792,-87.6972638
610086,41.70196704,-87.64768959
610087,41.77652935,-87.79056836
610088,41.92092734,-87.72192541
610089,41.95005034,-87.71682949
610090,41.79852501,-87.59330352
610091,41.66484509,-87.63892027
610092,41.89214724,-87.74720292
610093,41.7384386,-87.62089767
610094,41.94162999,-87.64459776
610095,41.91397435,-87.64601501
610096,41.79774019,-87.68917624
610097,41.91959342,-87.73138368
610098,41.90612797,-87.72993324
610099,41.98818136,-87.80299207
610100,41.90691024,-87.73240646
610101,41.90003152,-87.62928901
610102,41.75469091,-87.64550666
610104,41.99381787,-87.79308113
610105,41.97851501,-87.81209057
610107,41.89179703,-87.66538928
610109,41.74287191,-87.70571301
610111,41.97326374,-87.73917547
610112,41.77079606,-87.6353099
610115,41.76648584,-87.61150917
610117,41.78688968,-87.73262962
610120,41.78792632,-87.71922211
610121,41.87161238,-87.68357939
610122,41.98342819,-87.66586537
610124,41.72853492,-87.59629327
610125,41.84809742,-87.68078114
610126,41.83803465,-87.61334083
610127,41.98158041,-87.71261988
610129,41.85287295,-87.6833397
610130,41.74036711,-87.60792289
610131,41.86028668,-87.69250468
610132,41.70261965,-87.60645552
610135,41.9570151,-87.76100593
610136,41.92886824,-87.66955245
610137,41.96561054,-87.77245066
610138,41.91851374,-87.68380061
610141,41.96074129,-87.67095905
610142,41.79234967,-87.59471544
610144,41.94112155,-87.71953058
610145,41.94300407,-87.76894541
610147,42.01526618,-87.69714858
610148,41.80715514,-87.66600055
610152,41.75194729,-87.61802983
610155,41.99117332,-87.74599137
610157,41.79752155,-87.70504311
610158,41.9141236,-87.79875667
610159,41.94164944,-87.73222901
610163,42.0168639,-87.81420664
610165,41.93038593,-87.76115305
610167,41.81029632,-87.66880778
610170,41.81105689,-87.70423481
610171,41.73168217,-87.55282373
610173,41.7907728,-87.6322812
610174,41.81593528,-87.68968453
610175,41.80432122,-87.59392226
610177,41.87913069,-87.65937102
610178,41.71701772,-87.59689622
610179,41.95889037,-87.78201198
610182,41.99397007,-87.72407991
610183,41.88488257,-87.75048169
610184,41.84815451,-87.69912725
610185,41.74711093,-87.73170248
610188,41.69651565,-87.63993763
610191,41.99536777,-87.68475636
610192,41.91196584,-87.7132855
610194,41.87084922,-87.73355414
610195,41.71142687,-87.67678398
610196,41.98915734,-87.65833342
610197,41.89243235,-87.67370499
610198,41.71544589,-87.5330074
610199,41.67747786,-87.65812011
610200,41.73331035,-87.54451462
610201,41.94859865,-87.77764028
610203,41.78750499,-87.70814201
610206,41.79905206,-87.75896524
610207,41.72078152,-87.66558526
610208,41.69628998,-87.62713349
610209,41.97160605,-87.72464139
610212,41.9711433,-87.70962725
610215,41.84098398,-87.70508585
610216,41.85484214,-87.64804964
610217,41.84395162,-87.63531815
610219,41.68810403,-87.53600985
610220,41.96434835,-87.69136881
610223,41.76728177,-87.64825544
610226,41.79235177,-87.71102417
610227,41.84006197,-87.7255084
610228,41.85050786,-87.67342126
610229,41.907025,-87.67779555
610230,42.00747007,-87.77837089
610231,41.85277255,-87.62928114
610234,41.91502858,-87.70024324
610235,41.90678358,-87.76717934
610237,41.80910779,-87.62711401
610238,41.76538639,-87.65305514
610239,41.80234381,-87.67224309
610246,41.79847228,-87.62565509
610248,41.94215439,-87.77650575
610249,41.79407382,-87.6902983
610250,41.90144445,-87.63373912
610251,41.882977,-87.69922315
610254,41.85885599,-87.71574626
610257,41.88928666,-87.7049885
610263,41.779797,-87.61717494
610269,41.97095968,-87.65472193
610271,41.87384239,-87.70224149
610274,41.86183983,-87.7031756
610279,41.76069854,-87.60682834
610284,42.00767533,-87.67315753
610287,41.74233179,-87.70964592
610291,41.77532831,-87.72892174
610295,41.68100687,-87.64702985
610298,41.74715024,-87.62800231
610300,41.74884018,-87.63478949
610305,41.87382439,-87.75571809
610308,41.88357478,-87.66951363
610312,41.7331047,-87.58960096
610313,41.90531549,-87.68572005
610315,41.67233661,-87.65055321
610316,41.72613498,-87.58217727
610317,41.82391375,-87.69204069
610319,41.829365,-87.66778007
610321,41.9520236,-87.72035833
610325,41.9339976,-87.70804359
610329,41.85778248,-87.67519253
610342,41.90684338,-87.68304259
610350,41.72965645,-87.57660534
610352,41.73886352,-87.72991927
610353,41.82440547,-87.71160875
610354,41.96173669,-87.70718808
610355,41.9580169,-87.6718933
610362,41.7156643,-87.63926881
610363,41.95680712,-87.6461175
610364,41.65376037,-87.61434156
610366,41.7162148,-87.6480814
610396,41.76443483,-87.70642093
610405,41.88324176,-87.67764871
610503,41.86695871,-87.72631742
610504,41.82776914,-87.67750501
610515,41.95048055,-87.73060545
610520,41.90290876,-87.67373263
610523,41.99422812,-87.81380814
610530,41.76772772,-87.59039017
610532,41.79350627,-87.71139803
610533,41.92131717,-87.7657438
610534,41.9051367,-87.64483441
610539,41.93496641,-87.77016525
610541,41.94001885,-87.72474354
610542,42.00299575,-87.70595357
610544,41.77105158,-87.73992325
610548,41.868485,-87.664485
610559,41.806571,-87.689833
